K,strategy,lr,gamma,epochs,acc,acc_std
Kpct_0.1,random,0.001,0,200,0.3122222222222223,0.07141652621102054
Kpct_0.1,uncertain,0.001,0,200,0.23652777777777778,0.0
Kpct_0.1,uniform,0.001,0,200,0.30930555555555556,0.0
Kpct_0.1,random,0.001,0,400,0.3203472222222222,0.06774356633157859
Kpct_0.1,uncertain,0.001,0,400,0.24180555555555555,0.0
Kpct_0.1,uniform,0.001,0,400,0.31055555555555553,0.0
Kpct_0.1,random,0.001,0,800,0.32281944444444444,0.0652919916558127
Kpct_0.1,uncertain,0.001,0,800,0.2427777777777778,0.0
Kpct_0.1,uniform,0.001,0,800,0.3129166666666667,0.0
Kpct_0.1,random,0.001,5,200,0.37479166666666663,0.0435612883309181
Kpct_0.1,uncertain,0.001,5,200,0.3073611111111111,0.0
Kpct_0.1,uniform,0.001,5,200,0.3844444444444444,0.0
Kpct_0.1,random,0.001,5,400,0.36663888888888885,0.04309934153488591
Kpct_0.1,uncertain,0.001,5,400,0.34625,0.0
Kpct_0.1,uniform,0.001,5,400,0.35444444444444445,0.0
Kpct_0.1,random,0.001,5,800,0.35794444444444445,0.04176547543452134
Kpct_0.1,uncertain,0.001,5,800,0.34958333333333336,0.0
Kpct_0.1,uniform,0.001,5,800,0.3227777777777778,0.0
Kpct_0.1,random,0.001,10,200,0.3534861111111111,0.04004171484176391
Kpct_0.1,uncertain,0.001,10,200,0.34541666666666665,0.0
Kpct_0.1,uniform,0.001,10,200,0.3958333333333333,0.0
Kpct_0.1,random,0.001,10,400,0.35327777777777775,0.03904276106217419
Kpct_0.1,uncertain,0.001,10,400,0.3779166666666667,0.0
Kpct_0.1,uniform,0.001,10,400,0.3688888888888889,0.0
Kpct_0.1,random,0.001,10,800,0.3458333333333333,0.040586508355533964
Kpct_0.1,uncertain,0.001,10,800,0.38305555555555554,0.0
Kpct_0.1,uniform,0.001,10,800,0.34319444444444447,0.0
Kpct_0.1,random,0.0001,0,200,0.29865277777777777,0.08057818288531186
Kpct_0.1,uncertain,0.0001,0,200,0.2023611111111111,0.0
Kpct_0.1,uniform,0.0001,0,200,0.31833333333333336,0.0
Kpct_0.1,random,0.0001,0,400,0.30419444444444443,0.07924839348763084
Kpct_0.1,uncertain,0.0001,0,400,0.1963888888888889,0.0
Kpct_0.1,uniform,0.0001,0,400,0.31708333333333333,0.0
Kpct_0.1,random,0.0001,0,800,0.3115972222222222,0.07463331787710953
Kpct_0.1,uncertain,0.0001,0,800,0.22208333333333333,0.0
