K,strategy,lr,gamma,epochs,acc,acc_std
Kpct_0.1,random,0.001,0,200,0.30986111111111114,0.06447350278779955
Kpct_0.1,uncertain,0.001,0,200,0.2863888888888889,0.0
Kpct_0.1,uniform,0.001,0,200,0.2925,0.0
Kpct_0.1,random,0.001,0,400,0.3100555555555556,0.0667547219396094
Kpct_0.1,uncertain,0.001,0,400,0.28347222222222224,0.0
Kpct_0.1,uniform,0.001,0,400,0.2911111111111111,0.0
Kpct_0.1,random,0.001,0,800,0.31072222222222223,0.06619313305923456
Kpct_0.1,uncertain,0.001,0,800,0.2823611111111111,0.0
Kpct_0.1,uniform,0.001,0,800,0.29125,0.0
Kpct_0.1,random,0.001,5,200,0.2722222222222222,0.019397264189176044
Kpct_0.1,uncertain,0.001,5,200,0.23319444444444445,0.0
Kpct_0.1,uniform,0.001,5,200,0.23958333333333334,0.0
Kpct_0.1,random,0.001,5,400,0.26845833333333335,0.01885019013723407
Kpct_0.1,uncertain,0.001,5,400,0.23347222222222222,0.0
Kpct_0.1,uniform,0.001,5,400,0.2386111111111111,0.0
Kpct_0.1,random,0.001,5,800,0.26516666666666666,0.019160908958052218
Kpct_0.1,uncertain,0.001,5,800,0.23347222222222222,0.0
Kpct_0.1,uniform,0.001,5,800,0.23805555555555555,0.0
Kpct_0.1,random,0.001,10,200,0.2710972222222222,0.021852607586586397
Kpct_0.1,uncertain,0.001,10,200,0.24222222222222223,0.0
Kpct_0.1,uniform,0.001,10,200,0.2398611111111111,0.0
Kpct_0.1,random,0.001,10,400,0.2672083333333333,0.021781874083288764
Kpct_0.1,uncertain,0.001,10,400,0.24291666666666667,0.0
Kpct_0.1,uniform,0.001,10,400,0.23930555555555555,0.0
Kpct_0.1,random,0.001,10,800,0.2652083333333333,0.021401714228387884
Kpct_0.1,uncertain,0.001,10,800,0.24375,0.0
Kpct_0.1,uniform,0.001,10,800,0.23777777777777778,0.0
Kpct_0.1,random,0.0001,0,200,0.2993888888888889,0.0687102634883754
Kpct_0.1,uncertain,0.0001,0,200,0.29347222222222225,0.0
Kpct_0.1,uniform,0.0001,0,200,0.2872222222222222,0.0
Kpct_0.1,random,0.0001,0,400,0.30523611111111115,0.06840784809183487
Kpct_0.1,uncertain,0.0001,0,400,0.2898611111111111,0.0
Kpct_0.1,uniform,0.0001,0,400,0.28930555555555554,0.0
Kpct_0.1,random,0.0001,0,800,0.3086527777777778,0.06778105211808509
Kpct_0.1,uncertain,0.0001,0,800,0.28958333333333336,0.0
Kpct_0.1,uniform,0.0001,0,800,0.2901388888888889,0.0
Kpct_0.1,random,0.0001,5,200,0.3314166666666667,0.04459037673681244
Kpct_0.1,uncertain,0.0001,5,200,0.3009722222222222,0.0
Kpct_0.1,uniform,0.0001,5,200,0.26694444444444443,0.0
Kpct_0.1,random,0.0001,5,400,0.2974722222222222,0.037604679000305924
Kpct_0.1,uncertain,0.0001,5,400,0.24416666666666667,0.0
Kpct_0.1,uniform,0.0001,5,400,0.24958333333333332,0.0
Kpct_0.1,random,0.0001,5,800,0.278625,0.025939704093470115
Kpct_0.1,uncertain,0.0001,5,800,0.23347222222222222,0.0
Kpct_0.1,uniform,0.0001,5,800,0.2398611111111111,0.0
Kpct_0.1,random,0.0001,10,200,0.3270277777777778,0.04256536367970072
Kpct_0.1,uncertain,0.0001,10,200,0.29944444444444446,0.0
Kpct_0.1,uniform,0.0001,10,200,0.2623611111111111,0.0
Kpct_0.1,random,0.0001,10,400,0.29368055555555556,0.0355148557205552
Kpct_0.1,uncertain,0.0001,10,400,0.24027777777777778,0.0
Kpct_0.1,uniform,0.0001,10,400,0.24583333333333332,0.0
Kpct_0.1,random,0.0001,10,800,0.27331944444444445,0.02527552264055259
Kpct_0.1,uncertain,0.0001,10,800,0.22,0.0
Kpct_0.1,uniform,0.0001,10,800,0.23583333333333334,0.0
Kpct_0.1,random,1e-05,0,200,0.25755555555555554,0.04969983977915898
Kpct_0.1,uncertain,1e-05,0,200,0.2098611111111111,0.0
Kpct_0.1,uniform,1e-05,0,200,0.29375,0.0
