K,strategy,lr,gamma,epochs,acc,acc_std
Kpct_0.1,random,0.001,0,200,0.551,0.029418856806518998
Kpct_0.1,uncertain,0.001,0,200,0.34744444444444444,0.0
Kpct_0.1,uniform,0.001,0,200,0.43533333333333335,0.0
Kpct_0.1,random,0.001,0,400,0.5547555555555556,0.02897558785181111
Kpct_0.1,uncertain,0.001,0,400,0.35288888888888886,0.0
Kpct_0.1,uniform,0.001,0,400,0.44066666666666665,0.0
Kpct_0.1,random,0.001,0,800,0.5575,0.028405322488558607
Kpct_0.1,uncertain,0.001,0,800,0.35533333333333333,0.0
Kpct_0.1,uniform,0.001,0,800,0.4444444444444444,0.0
Kpct_0.1,random,0.001,5,200,0.5095555555555555,0.03942453331569688
Kpct_0.1,uncertain,0.001,5,200,0.29233333333333333,0.0
Kpct_0.1,uniform,0.001,5,200,0.4842222222222222,0.0
Kpct_0.1,random,0.001,5,400,0.49545555555555565,0.03830070914470976
Kpct_0.1,uncertain,0.001,5,400,0.276,0.0
Kpct_0.1,uniform,0.001,5,400,0.4663333333333333,0.0
Kpct_0.1,random,0.001,5,800,0.4839555555555555,0.03668434590622955
Kpct_0.1,uncertain,0.001,5,800,0.27055555555555555,0.0
Kpct_0.1,uniform,0.001,5,800,0.45511111111111113,0.0
Kpct_0.1,random,0.001,10,200,0.5108444444444444,0.03521704132944731
Kpct_0.1,uncertain,0.001,10,200,0.2906666666666667,0.0
Kpct_0.1,uniform,0.001,10,200,0.48433333333333334,0.0
Kpct_0.1,random,0.001,10,400,0.4925,0.03489328528563469
Kpct_0.1,uncertain,0.001,10,400,0.279,0.0
Kpct_0.1,uniform,0.001,10,400,0.46555555555555556,0.0
Kpct_0.1,random,0.001,10,800,0.47853333333333337,0.03459050751111559
Kpct_0.1,uncertain,0.001,10,800,0.26744444444444443,0.0
Kpct_0.1,uniform,0.001,10,800,0.4538888888888889,0.0
Kpct_0.1,random,0.0001,0,200,0.5232555555555555,0.029681729426170485
Kpct_0.1,uncertain,0.0001,0,200,0.31555555555555553,0.0
Kpct_0.1,uniform,0.0001,0,200,0.4032222222222222,0.0
Kpct_0.1,random,0.0001,0,400,0.5386444444444444,0.028864211682451717
Kpct_0.1,uncertain,0.0001,0,400,0.3327777777777778,0.0
Kpct_0.1,uniform,0.0001,0,400,0.41633333333333333,0.0
Kpct_0.1,random,0.0001,0,800,0.5474555555555556,0.02869264326927336
Kpct_0.1,uncertain,0.0001,0,800,0.346,0.0
Kpct_0.1,uniform,0.0001,0,800,0.4261111111111111,0.0
Kpct_0.1,random,0.0001,5,200,0.5648444444444445,0.026959237634383515
Kpct_0.1,uncertain,0.0001,5,200,0.32911111111111113,0.0
Kpct_0.1,uniform,0.0001,5,200,0.5224444444444445,0.0
Kpct_0.1,random,0.0001,5,400,0.5557000000000001,0.03259735844785247
Kpct_0.1,uncertain,0.0001,5,400,0.317,0.0
Kpct_0.1,uniform,0.0001,5,400,0.5252222222222223,0.0
Kpct_0.1,random,0.0001,5,800,0.5356111111111111,0.035489252415865806
Kpct_0.1,uncertain,0.0001,5,800,0.30577777777777776,0.0
Kpct_0.1,uniform,0.0001,5,800,0.5065555555555555,0.0
Kpct_0.1,random,0.0001,10,200,0.5536777777777777,0.028452752692884907
Kpct_0.1,uncertain,0.0001,10,200,0.31622222222222224,0.0
Kpct_0.1,uniform,0.0001,10,200,0.5177777777777778,0.0
Kpct_0.1,random,0.0001,10,400,0.5423,0.03405866579960792
Kpct_0.1,uncertain,0.0001,10,400,0.30133333333333334,0.0
Kpct_0.1,uniform,0.0001,10,400,0.5124444444444445,0.0
Kpct_0.1,random,0.0001,10,800,0.523,0.035173678430340326
Kpct_0.1,uncertain,0.0001,10,800,0.2892222222222222,0.0
Kpct_0.1,uniform,0.0001,10,800,0.4928888888888889,0.0
Kpct_0.1,random,1e-05,0,200,0.36788888888888893,0.02373953310616629
Kpct_0.1,uncertain,1e-05,0,200,0.26322222222222225,0.0
Kpct_0.1,uniform,1e-05,0,200,0.22633333333333333,0.0
Kpct_0.1,random,1e-05,0,400,0.43972222222222224,0.026973935750582316
Kpct_0.1,uncertain,1e-05,0,400,0.2733333333333333,0.0
Kpct_0.1,uniform,1e-05,0,400,0.2976666666666667,0.0
Kpct_0.1,random,1e-05,0,800,0.4888111111111112,0.030295379185611787
Kpct_0.1,uncertain,1e-05,0,800,0.29388888888888887,0.0
Kpct_0.1,uniform,1e-05,0,800,0.364,0.0
Kpct_0.1,random,1e-05,5,200,0.40525555555555554,0.013054212696896066
Kpct_0.1,uncertain,1e-05,5,200,0.26766666666666666,0.0
Kpct_0.1,uniform,1e-05,5,200,0.33444444444444443,0.0
Kpct_0.1,random,1e-05,5,400,0.5103222222222221,0.013131570665695261
Kpct_0.1,uncertain,1e-05,5,400,0.31377777777777777,0.0
Kpct_0.1,uniform,1e-05,5,400,0.44033333333333335,0.0
Kpct_0.1,random,1e-05,5,800,0.5571777777777778,0.02056109234740507
Kpct_0.1,uncertain,1e-05,5,800,0.3372222222222222,0.0
Kpct_0.1,uniform,1e-05,5,800,0.4961111111111111,0.0
Kpct_0.1,random,1e-05,10,200,0.3872333333333334,0.011006445922815043
