K,strategy,lr,gamma,epochs,acc,acc_std
Kpct_0.1,random,0.001,0,200,0.3237777777777778,0.07749300048040979
Kpct_0.1,uncertain,0.001,0,200,0.3184722222222222,0.0
Kpct_0.1,uniform,0.001,0,200,0.3745833333333333,0.0
Kpct_0.1,random,0.001,0,400,0.32668055555555553,0.07796973954999353
Kpct_0.1,uncertain,0.001,0,400,0.3101388888888889,0.0
Kpct_0.1,uniform,0.001,0,400,0.3761111111111111,0.0
Kpct_0.1,random,0.001,0,800,0.32781944444444444,0.07767006554516433
Kpct_0.1,uncertain,0.001,0,800,0.3065277777777778,0.0
Kpct_0.1,uniform,0.001,0,800,0.37666666666666665,0.0
Kpct_0.1,random,0.001,5,200,0.31809722222222225,0.02918458774827969
Kpct_0.1,uncertain,0.001,5,200,0.2936111111111111,0.0
Kpct_0.1,uniform,0.001,5,200,0.26875,0.0
Kpct_0.1,random,0.001,5,400,0.3146527777777777,0.027930224043559992
Kpct_0.1,uncertain,0.001,5,400,0.3011111111111111,0.0
Kpct_0.1,uniform,0.001,5,400,0.26263888888888887,0.0
Kpct_0.1,random,0.001,5,800,0.31293055555555555,0.0292504385584934
Kpct_0.1,uncertain,0.001,5,800,0.30833333333333335,0.0
Kpct_0.1,uniform,0.001,5,800,0.2623611111111111,0.0
Kpct_0.1,random,0.001,10,200,0.31470833333333337,0.030814399216503863
Kpct_0.1,uncertain,0.001,10,200,0.29305555555555557,0.0
Kpct_0.1,uniform,0.001,10,200,0.30041666666666667,0.0
Kpct_0.1,random,0.001,10,400,0.31454166666666666,0.03538544647917932
Kpct_0.1,uncertain,0.001,10,400,0.3086111111111111,0.0
Kpct_0.1,uniform,0.001,10,400,0.2915277777777778,0.0
Kpct_0.1,random,0.001,10,800,0.3109305555555556,0.037989503200161256
Kpct_0.1,uncertain,0.001,10,800,0.30527777777777776,0.0
Kpct_0.1,uniform,0.001,10,800,0.29375,0.0
Kpct_0.1,random,0.0001,0,200,0.3113611111111111,0.08048370358780638
Kpct_0.1,uncertain,0.0001,0,200,0.32763888888888887,0.0
Kpct_0.1,uniform,0.0001,0,200,0.31430555555555556,0.0
Kpct_0.1,random,0.0001,0,400,0.31616666666666665,0.08195584195689895
Kpct_0.1,uncertain,0.0001,0,400,0.3298611111111111,0.0
Kpct_0.1,uniform,0.0001,0,400,0.3323611111111111,0.0
Kpct_0.1,random,0.0001,0,800,0.3215555555555556,0.08089272827426654
Kpct_0.1,uncertain,0.0001,0,800,0.32875,0.0
Kpct_0.1,uniform,0.0001,0,800,0.3552777777777778,0.0
Kpct_0.1,random,0.0001,5,200,0.3520972222222222,0.046143999733657175
Kpct_0.1,uncertain,0.0001,5,200,0.2648611111111111,0.0
Kpct_0.1,uniform,0.0001,5,200,0.3575,0.0
Kpct_0.1,random,0.0001,5,400,0.33177777777777784,0.045927126253728585
